番号,回,区分,ID,設問,選択肢1(a),選択肢2(b),選択肢3(c),選択肢4(d),選択肢5(e),正答(K列),正答解析値(L列),正答テキスト(M列)
20,73,B,73-B-020,アレルギー様食中毒と原因化学物質に関する記述として適切なのはどれか。,白身の海産魚で多発する。,摂食後23日で発症する。,モルガン菌などが産生するトリメチルアミンである。,ヒスチジンの脱炭酸反応により生成される。,アナフィラキシーにより重症化することが多い。,4,4,ヒスチジンの脱炭酸反応により生成される。
21,73,B,73-B-021,食品添加物として表示義務があるのはどれか。,油脂の製造で使用される抽出溶媒のヘキサン,ビールに使用されるコーンスターチ,酸化防止の目的で使用されるビタミンC,栄養強化剤の目的で使用されるβ−カロテン,ばら売り製品に使用される甘味料のステビア,3,3,酸化防止の目的で使用されるビタミンC
22,73,B,73-B-022,HACCPに関する記述として適切なのはどれか。,12原則を基本とする。,危害要因は微生物のみである。,CCPの監視方法として生菌数の測定が最適である。,管理基準から逸脱した際の改善措置を設定する必要はない。,記録の保管管理を確立する。,5,5,記録の保管管理を確立する。
23,73,B,73-B-023,「食品衛生法」の2018年改正に関する記述として誤っているのはどれか。,HACCPに沿った衛生管理の制度化,家畜飼料における残留農薬基準の設定,食品用器具・容器包装へのポジティブリスト制度の導入,営業届出制度の創設,広域的な食中毒事案への対策強化,2,2,家畜飼料における残留農薬基準の設定
24,73,B,73-B-024,"「感染症の予防及び感染症の患者に対する医療に関する法律(感染症法)」に
おいて「特定病原体等」に指定されている細菌の毒素はどれか。（2つ選びなさい。）",志賀毒素(ベロ毒素),セレウリド,コレラ毒素,破傷風毒素(神経毒),ボツリヌス毒素,2,"1, 5","志賀毒素(ベロ毒素),ボツリヌス毒素"
25,73,B,73-B-025,"遺伝資源の利用から生ずる利益の公正かつ衡平な配分を実施するための手続
きを定めた国際文書・協定はどれか。",モントリオール議定書,アジェンダ21,京都議定書,名古屋議定書,パリ協定,4,4,名古屋議定書
26,73,B,73-B-026,"我が国で2019年に2名の国内感染が初めて報告された、サルを感染源とす
る人獣共通感染症はどれか。",結核,細菌性赤痢,サル痘,黄熱,Bウイルス感染症,5,5,Bウイルス感染症
27,73,B,73-B-027,"「環境汚染物質排出・移動登録制度(PRTR制度)」に関する記述として正し
いのはどれか。",「化学物質の審査及び製造等の規制に関する法律(化審法)」で規定している。,全ての事業者が登録しなくてはならない。,第二種指定化学物質が対象物質である。,事業者は原則として都道府県経由で国に登録する。,家庭からの対象物質の排出量は集計に加えない。,4,4,事業者は原則として都道府県経由で国に登録する。
28,73,B,73-B-028,浄水処理に関する記述として適切なのはどれか。,急速ろ過は微生物の作用によって処理する方法である。,緩速ろ過の前段階では凝集剤を用いて浮遊物質を沈殿除去する。,緩速ろ過は急速ろ過より小規模の施設で大量の水を処理できる。,高度浄水処理はかび臭の原因物質を除去する目的で用いられる。,結合残留塩素は遊離残留塩素より殺菌力が強い。,4,4,高度浄水処理はかび臭の原因物質を除去する目的で用いられる。
29,73,B,73-B-029,"「農用地の土壌の汚染防止等に関する法律(農用地汚染防止法)」において作
物生育阻害の観点から特定有害物質に指定されているのはどれか。",有機りん化合物,銅及びその化合物,テトラクロロエチレン,ポリ塩化ビフェニル(PCB),カドミウム及びその化合物,2,2,銅及びその化合物
30,73,B,73-B-030,発しんチフスまたはその病原体に関する記述として適切なのはどれか。,Salmonella enterica subsp. enterica serovar Typhi によって引き起こされる。,げっ歯類とベクターの間で感染環が形成されている。,ベクターの糞便中に排出される。,遊走性紅斑が特異的症状である。,我が国では2000年以降に輸入感染症の発生が確認されている。,3,3,ベクターの糞便中に排出される。
31,73,B,73-B-031,魚類がヒトへの感染源となる寄生虫症はどれか。（2つ選びなさい。）,顎口虫症,日本海裂頭条虫症,肝蛭症,日本住血吸虫症,糞線虫症,1,"1, 2","顎口虫症,日本海裂頭条虫症"
32,73,B,73-B-032,破傷風またはその病原体に関する記述として適切なのはどれか。,筋肉の弛緩性麻痺が特徴的症状である。,ヒトからヒトへの感染がある。,衛生状態の悪い国では新生児の破傷風が問題となっている。,弱毒生ワクチンの使用によって予防する。,我が国では2010年以降患者の死亡例は報告されていない。,3,3,衛生状態の悪い国では新生児の破傷風が問題となっている。
33,73,B,73-B-033,"動物における慎重使用の観点から第二次選択薬に位置付けられている抗菌薬
の系統はどれか。",カルバペネム系,テトラサイクリン系,クロラムフェニコール系,フルオロキノロン系,グリコペプチド系,4,4,フルオロキノロン系
34,73,B,73-B-034,疾病のサーベイランスに関する記述として適切なのはどれか。,疾病の情報収集のみが目的である。,モニタリングとともに実施される活動である。,受動的サーベイランスは発生動向の把握に適している。,能動的サーベイランスは受動的サーベイランスより費用がかからない。,疾病の撲滅を目指す場合は受動的サーベイランスが適している。,3,3,受動的サーベイランスは発生動向の把握に適している。
35,73,B,73-B-035,記述疫学に関する記述として誤っているのはどれか。,集団の中で疾病が多くみられる動物の属性を見つける。,集団の中で疾病が多発する地域を見つける。,集団における疾病発生頻度の時間的変化を観察する。,集団における疾病発生の観察により発生要因の仮説を設定する。,集団レベルで疾病と要因への曝露を観察してその関係性を評価する。,5,5,集団レベルで疾病と要因への曝露を観察してその関係性を評価する。
36,73,B,73-B-036,宿主動物から吸血しない節足動物はどれか。,ワクモ,マダニ,ハジラミ,ノミ,ヌカカ,3,3,ハジラミ
37,73,B,73-B-037,日本の養蜂において家畜種と呼ばれるのはどれか。,ニホンミツバチ,トウヨウミツバチ,セイヨウミツバチ,オオミツバチ,コミツバチ,3,3,セイヨウミツバチ
38,73,B,73-B-038,"「飼料の安全性の確保及び品質の改善に関する法律(飼料安全法)」で家畜飼
料中の許容基準が定められているかび毒はどれか。（2つ選びなさい。）",アフラトキシンB,デオキシニバレノール,ロリトレムB,オクラトキシンA,パツリン,1,"1, 2","アフラトキシンB,デオキシニバレノール"
39,73,B,73-B-039,データの誤差とその制御の方法に関する記述として適切なのはどれか。（2つ選びなさい。）,標本数を増やすことで系統誤差を小さくできる。,摘発バイアスは選択バイアスの一つである。,思い出しバイアスはコホート研究で生じやすい。,交絡の制御方法として多変量解析がある。,偶然誤差の程度は精度によって表す。,5,"4, 5","交絡の制御方法として多変量解析がある。,偶然誤差の程度は精度によって表す。"
40,73,B,73-B-040,介入研究に関する記述として適当なのはどれか。（2つ選びなさい。）,対象個体を介入群または対照群へ任意に割り付ける。,横断研究は介入研究の一手法である。,コホート研究よりも因果関係の証明度合いは強い。,治療効果が高いと想定できる介入の場合も対象者からの同意が必要である。,時期によって介入群と対照群を入れ替える手法を盲検法(盲検化)という。,4,"3, 4","コホート研究よりも因果関係の証明度合いは強い。,治療効果が高いと想定できる介入の場合も対象者からの同意が必要である。"
41,73,B,73-B-041,猫の先端巨大症を診断するために最も適当な検査項目はどれか。,甲状腺ホルモン,プロラクチン,インスリン様成長因子1IGF　－　1,副腎皮質刺激ホルモン(ACTH),インスリン,3,3,インスリン様成長因子1IGF　－　1
42,73,B,73-B-042,犬のネフローゼ症候群でみられる異常として適当なのはどれか。（2つ選びなさい。）,高アンモニア血症,低血糖,低アルブミン血症,高コレステロール血症,高グロブリン血症,4,"3, 4","低アルブミン血症,高コレステロール血症"
43,73,B,73-B-043,"内分泌疾患と治療薬の組合せとして誤っているのはどれか。
内分泌疾患　－　治療薬",糖尿病 　－　インスリン,甲状腺機能亢進症 　－　チアマゾール,上皮小体機能低下症 　－　活性型ビタミンD,副腎皮質機能亢進症 　－　フルドロコルチゾン,原発性尿崩症 　－　デスモプレッシン,4,4,副腎皮質機能亢進症 　－　フルドロコルチゾン
44,73,B,73-B-044,心原性肺水腫の原因となる疾患として誤っているのはどれか。,肺動脈弁狭窄症,僧帽弁狭窄症,大動脈弁逆流症,僧帽弁閉鎖不全症,拡張型心筋症,1,1,肺動脈弁狭窄症
45,73,B,73-B-045,犬の尿石症に関する記述として適当でないのはどれか。,ストルバイト結石は尿路感染症によって形成が促進される。,ストルバイト結石はアルカリ尿で形成されやすい。,シュウ酸カルシウム結石は食餌療法で溶解できる。,高カルシウム血症はシュウ酸カルシウム結石形成の素因となる。,ダルメシアンは尿酸塩結石の好発犬種である。,3,3,シュウ酸カルシウム結石は食餌療法で溶解できる。
